Date,Statement
2014-12-03,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent. Inflation has risen by more than expected. The increase in inflation over the past year is largely due to the temporary effects of a lower Canadian dollar and some sector specific factors, notably telecommunications and meat prices. Underlying inflation has edged up but remains below 2 per cent. The U.S. economy has clearly strengthened, particularly business investment, which has benefitted Canada s exports. Growth in the rest of the world, in contrast, continues to disappoint, leading authorities in some regions to deploy further policy stimulus. Oil prices have continued to fall, due to both supply and demand developments. In this context, global financial conditions have eased further. Canada's economy is showing signs of a broadening recovery. Stronger exports are beginning to be reflected in increased business investment and employment. This suggests that the hoped for sequence of rebuilding that will lead to balanced and self sustaining growth may finally have begun. However, the lower profile for oil and certain other commodity prices will weigh on the Canadian economy. The net effect of these recent developments, together with upward revisions to historical data, is that the output gap appears to be smaller than the Bank had projected in the October Monetary Policy Report MPR . However, the labour market continues to indicate significant slack in the economy. While inflation is at a higher starting point relative to the October MPR, weaker oil prices pose an important downside risk to the inflation profile. This is tempered by a stronger U.S. economy, Canadian dollar depreciation, and recent federal fiscal measures. Household imbalances, meanwhile, present a significant risk to financial stability. Overall, the balance of risks remains within the zone for which the current stance of monetary policy is appropriate and therefore the target for the overnight rate remains at 1 per cent."
2015-01-21,"The Bank of Canada today announced that it is lowering its target for the overnight rate by one quarter of one percentage point to 3/4 per cent. The Bank Rate is correspondingly 1 per cent and the deposit rate is 1/2 per cent. This decision is in response to the recent sharp drop in oil prices, which will be negative for growth and underlying inflation in Canada. Inflation has remained close to the 2 per cent target in recent quarters. Core inflation has been temporarily boosted by sector specific factors and the pass through effects of the lower Canadian dollar, which are offsetting disinflationary pressures from slack in the economy and competition in the retail sector. Total CPI inflation is starting to reflect the fall in oil prices. Oil s sharp decline in the past six months is expected to boost global economic growth, especially in the United States, while widening the divergences among economies. Persistent headwinds from deleveraging and lingering uncertainty will influence the extent to which some oil importing countries benefit from lower prices. The Bank s base case projection assumes oil prices around US 60 per barrel. Prices are currently lower but our belief is that prices over the medium term are likely to be higher. The oil price shock is occurring against a backdrop of solid and more broadly based growth in Canada in recent quarters. Outside the energy sector, we are beginning to see the anticipated sequence of increased foreign demand, stronger exports, improved business confidence and investment, and employment growth. However, there is considerable uncertainty about the speed with which this sequence will evolve and how it will be affected by the drop in oil prices. Business investment in the energy producing sector will decline. Canada s weaker terms of trade will have an adverse impact on incomes and wealth, reducing domestic demand growth. Although there is considerable uncertainty around the outlook, the Bank is projecting real GDP growth will slow to about 1 1/2 per cent and the output gap to widen in the first half of 2015. The negative impact of lower oil prices will gradually be mitigated by a stronger U.S. economy, a weaker Canadian dollar, and the Bank s monetary policy response. The Bank expects Canada s economy to gradually strengthen in the second half of this year, with real GDP growth averaging 2.1 per cent in 2015 and 2.4 per cent in 2016. The economy is expected to return to full capacity around the end of 2016, a little later than was expected in October. Weaker oil prices will pull down the inflation profile. Total CPI inflation is projected to be temporarily below the inflation control range during 2015, moving back up to target the following year. Underlying inflation will ease in the near term but then return gradually to 2 per cent over the projection horizon. The oil price shock increases both downside risks to the inflation profile and financial stability risks. The Bank s policy action is intended to provide insurance against these risks, support the sectoral adjustment needed to strengthen investment and growth, and bring the Canadian economy back to full capacity and inflation to target within the projection horizon."
2015-03-04,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 3/4 per cent. The Bank Rate is correspondingly 1 per cent and the deposit rate is 1/2 per cent. Total CPI inflation in Canada has fallen as expected, reflecting the significant drop in oil prices. Core inflation remains close to 2 per cent and continues to be temporarily boosted by the pass through effects of the lower Canadian dollar, as well as sector specific factors. The global economy is evolving broadly in line with projections in the Bank s January Monetary Policy Report MPR . The United States remains the main source of momentum in the global economy, while headwinds to growth linger in many regions. In this context, a growing number of central banks have taken actions to ease monetary conditions. Crude oil prices are close to the Bank s MPR assumptions. Canadian economic growth in the fourth quarter of 2014 was consistent with the Bank s expectations. The oil price shock had a modest early impact on aggregate demand, and a larger effect on income. The Bank continues to expect that most of the negative impact from lower oil prices will appear in the first half of 2015, although it may be even more front loaded than projected in January. Nevertheless, data for 2014 as a whole suggest the anticipated rotation into stronger growth in non energy exports and investment is well underway. Financial conditions in Canada have eased materially since January, in response to the Bank s recent monetary policy action and to global financial developments. This easing is reflected across the yield curve and in a wide range of asset prices, including the Canadian dollar. These conditions will mitigate the negative effects of the oil price shock, further boosting growth through stronger non energy exports and investment. In light of these developments, the risks around the inflation profile are now more balanced and financial stability risks are evolving as expected in January. At present, we judge that the current degree of monetary policy stimulus is still appropriate and the target for the overnight rate remains at 3/4 per cent."
2015-04-15,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 3/4 per cent. The Bank Rate is correspondingly 1 per cent and the deposit rate is 1/2 per cent. Total CPI inflation is at 1 per cent, reflecting the drop in consumer energy prices. Core inflation has remained close to 2 per cent in recent months, as the temporary effects of sector specific factors and pass through of the lower Canadian dollar have offset the disinflationary forces from slack in the economy. The Bank expects global growth to strengthen and average 3 1/2 per cent per year over 2015 17, in line with the projection in the January Monetary Policy Report MPR . This is in part because many central banks have eased monetary policies in recent months to counter persistent slack and low inflation, as well as the effect of lower commodity prices in some cases. At the same time, economies continue to adjust to lower oil prices, which have fluctuated at or below levels assumed in the January MPR. Strong growth in the United States is expected to resume in the second quarter of 2015 after a weak first quarter. The Canadian economy is estimated to have stalled in the first quarter of 2015. The Bank s assessment is that the impact of the oil price shock on growth will be more front loaded than predicted in January, but not larger. The ultimate size of this impact will need to be monitored closely. Underneath the effects of the oil price shock, the natural sequence of stronger non energy exports, increasing investment, and improving labour markets is progressing. This sequence will be bolstered by the considerable easing in financial conditions that has occurred and by improving U.S. demand. As the impact of the oil shock on growth starts to dissipate, this natural sequence is expected to re emerge as the dominant trend around mid year. Real GDP growth is projected to rebound in the second quarter and subsequently strengthen to average about 2 1/2 per cent on a quarterly basis until the middle of 2016. The Bank expects real GDP growth of 1.9 per cent in 2015, 2.5 per cent in 2016, and 2.0 per cent in 2017. The very weak first quarter has led to a widening of Canada s output gap and additional downward pressure on projected inflation. However, the anticipated recovery in growth means that the output gap will be back in line with its previous trajectory later this year. Consequently, the effects on core inflation of the lower dollar and the output gap will continue to offset each other. As the economy reaches and remains at full capacity around the end of 2016, both total and core inflation are projected to be close to 2 per cent on a sustained basis. Risks to the outlook for inflation are now roughly balanced and risks to financial stability appear to be evolving as expected. The Bank judges that the current degree of monetary policy stimulus remains appropriate and therefore is maintaining the target for the overnight rate at 3/4 per cent."
2015-05-27,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 3/4 per cent. The Bank Rate is correspondingly 1 per cent and the deposit rate is 1/2 per cent. Inflation in Canada continues to track the path outlined in the Bank s April Monetary Policy Report MPR . Total CPI inflation is near the bottom of the Bank's 1 to 3 per cent inflation control range, largely due to the transitory effects of sharply lower energy prices. Core inflation remains above 2 per cent, boosted by the pass through effects of past depreciation of the Canadian dollar, as well as certain sector specific factors. Seeing through the various temporary factors, the Bank estimates that the underlying trend of inflation is 1.6 to 1.8 per cent, consistent with persistent slack in the economy. The outlook for the Canadian economy also remains largely in line with the April MPR. While a weak first quarter in the United States has raised questions about that economy s underlying strength, the Bank expects a return to solid growth in the second quarter. This will help advance the rotation of demand in Canada toward more exports and business investment. Recent indicators suggest consumption in Canada is holding up relatively well, given the impact of lower oil prices on gross domestic income. Despite the recent back up in global bond yields, financial conditions for Canadian households and firms remain highly stimulative. The Canadian dollar has strengthened in recent weeks in the context of higher oil prices and a softer U.S. dollar. If these developments are sustained, their net effect will need to be assessed as more data become available in the months ahead. Although a number of complex adjustments are under way, the Bank s assessment of risks to the inflation profile has not materially changed. Risks to financial stability remain elevated, but appear to be evolving as expected. Weighing all of these risks, the Bank judges that the current degree of monetary policy stimulus remains appropriate and therefore the target for the overnight rate remains at 3/4 per cent."
2015-07-15,"The Bank of Canada today announced that it is lowering its target for the overnight rate by one quarter of one percentage point to 1/2 per cent. The Bank Rate is correspondingly 3/4 per cent and the deposit rate is 1/4 per cent. Total CPI inflation in Canada has been around 1 per cent in recent months, reflecting year over year price declines for consumer energy products. Core inflation has been close to 2 per cent, with disinflationary pressures from economic slack being offset by transitory effects of the past depreciation of the Canadian dollar and some sector specific factors. Setting aside these transitory effects, the Bank judges that the underlying trend in inflation is about 1.5 to 1.7 per cent. Global growth faltered in early 2015, principally in the United States and China. Recent indicators suggest a rebound in the U.S. economy in the second half of this year, and growth is expected to be solid through the projection. In contrast, China is slowing amid an ongoing process of rebalancing to a more sustainable growth path. This has pulled down prices of certain commodities that are important to Canada s exports. Financial conditions in major economies remain very accommodative and continue to provide much needed support to economic activity. Global growth is expected to strengthen over the second half of 2015, averaging about 3 per cent for the year, and accelerate to around 3 1/2 per cent in 2016 and 2017. The Bank s estimate of growth in Canada in 2015 has been marked down considerably from its April projection. The downward revision reflects further downgrades of business investment plans in the energy sector, as well as weaker than expected exports of non energy commodities and non commodities. Real GDP is now projected to have contracted modestly in the first half of the year, resulting in higher excess capacity and additional downward pressure on inflation. The Bank expects growth to resume in the third quarter and begin to exceed potential again in the fourth quarter, led by the non resource sectors of Canada s economy. Outside the energy producing regions, consumer confidence remains high and labour markets continue to improve. This will support consumption, which will also receive a fiscal boost. Recent evidence suggests a pickup in activity and rising capacity pressures among manufacturers, particularly those exporters that are most sensitive to movements in the Canadian dollar. Financial conditions for households and businesses remain very stimulative. The Bank now projects Canada s real GDP will grow by just over 1 per cent in 2015 and about 2 1/2 per cent in 2016 and 2017. With this revised growth profile, the output gap is significantly larger than was expected in April, and closes somewhat later. The Bank anticipates that the economy will return to full capacity and inflation to 2 per cent on a sustained basis in the first half of 2017. The lower outlook for Canadian growth has increased the downside risks to inflation. While vulnerabilities associated with household imbalances remain elevated and could edge higher, Canada s economy is undergoing a significant and complex adjustment. Additional monetary stimulus is required at this time to help return the economy to full capacity and inflation sustainably to target."
2015-09-09,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/2 per cent. The Bank Rate is correspondingly 3/4 per cent and the deposit rate is 1/4 nbsp per nbsp cent. Inflation has evolved in line with the outlook in the Bank s July Monetary Policy Report MPR . Total CPI inflation remains near the bottom of the target range, reflecting year over year price declines for consumer energy products. Core inflation has been close to 2 per cent, with disinflationary pressures from economic slack being offset by transitory effects of the past depreciation of the Canadian dollar and some sector specific factors. The dynamics of GDP growth in Canada outlined in July s MPR also remain intact. The stimulative effects of previous monetary policy actions are working their way through the Canadian economy. Canada s resource sector continues to adjust to lower prices for oil and other commodities, with some spillover to the rest of the economy. These adjustments are complex and are expected to take considerable time. Economic activity continues to be underpinned by solid household spending and a firm recovery in the United States, with particular strength in the sectors of the U.S. economy that are important for Canadian exports. Increasing uncertainty about growth prospects for China and other emerging market economies, in contrast, is raising questions about the pace of the global recovery. This has contributed to heightened financial market volatility and lower commodity prices. Movements in the Canadian dollar are helping to absorb some of the impact of lower commodity prices and are facilitating the adjustments taking place in Canada s economy. While the overall export picture is still uncertain, the latest data confirm that exchange rate sensitive exports are regaining momentum. Meanwhile, risks to financial stability are evolving as expected. Taking all of these developments into consideration, the Bank judges that the risks to the outlook for inflation remain within the zone for which the current stance of monetary policy is appropriate. Therefore, the target for the overnight rate remains at 1/2 per cent."
2015-10-21,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/2 per cent. The Bank Rate is correspondingly 3/4 per cent and the deposit rate is 1/4 per cent. Inflation has evolved in line with the outlook in the Bank s July Monetary Policy Report MPR . Total CPI inflation remains near the bottom of the Bank s target range, owing to declines in consumer energy prices. Core inflation is close to 2 per cent as the transitory effects of the past depreciation of the Canadian dollar are roughly offsetting disinflationary pressures from economic slack, which has increased this year. The Bank judges that the underlying trend in inflation continues to be about 1.5 to 1.7 per cent. Global economic growth has been a little weaker than expected this year, but the dynamics pointing to a pickup in 2016 and 2017 remain largely intact. Uncertainty about China s transition to a slower growth path has contributed to further downward pressure on prices for oil and other commodities. These factors are weighing on growth in many emerging markets and some other economies. Looking ahead to 2016 and 2017, the positive effects of cheaper energy and broadly accommodative financial conditions should become increasingly evident. In the United States, the economy is expected to continue growing at a solid pace with particular strength in private domestic demand, which is important for Canadian exports. Canada s economy has rebounded, as projected in July. In non resource sectors, the looked for signs of strength are more evident, supported by the stimulative effects of previous monetary policy actions and past depreciation of the Canadian dollar. Household spending continues to underpin economic activity and is expected to grow at a moderate pace over the projection period. However, lower prices for oil and other commodities since the summer have further lowered Canada s terms of trade and are dampening business investment and exports in the resource sector. This has led to a modest downward revision to the Bank s growth forecast for 2016 and 2017. The Bank projects real GDP will grow by just over 1 per cent in 2015 before firming to about 2 per cent in 2016 and 2 1/2 per cent in 2017. The complex economic adjustments to the decline in Canada s terms of trade will continue to play out over the projection horizon. The weaker profile for business investment suggests that, in the near term, growth in potential output is more likely to be in the lower part of the Bank s range of estimates. Given this judgment about potential output, the Canadian economy can be expected to return to full capacity, and inflation sustainably to target, around mid 2017. The Bank judges that the risks around the inflation profile are roughly balanced. Meanwhile, as financial vulnerabilities in the household sector continue to edge higher, risks to financial stability are evolving as expected. Taking all of these developments into consideration, the Bank judges that the current stance of monetary policy remains appropriate. Therefore, the target for the overnight rate remains at 1/2 per cent."
2015-12-02,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/2 per cent. The Bank Rate is correspondingly 3/4 per cent and the deposit rate is 1/4 per cent. Global economic growth is evolving essentially as the Bank had anticipated in its October Monetary Policy Report MPR . The US economy continues to grow at a solid pace, although private domestic demand has proven slightly less robust than expected. Meanwhile, commodity prices have declined further. The ongoing terms of trade adjustments and shifting growth prospects across different regions are contributing to exchange rate movements. In this context, policy divergence is expected to remain a prominent theme. In Canada, the dynamics of growth have been broadly in line with the Bank s MPR outlook. The economy continues to undergo a complex and lengthy adjustment to the decline in Canada s terms of trade. This adjustment is being aided by the ongoing US recovery, a lower Canadian dollar and the Bank s monetary policy easing this year. The resource sector is still contending with lower prices for commodities. In non resource sectors, exports are picking up, particularly in exchange rate sensitive categories. However, business investment continues to be weighed down by cuts in resource sector spending. The labour market has been resilient at the national level, although with significant job losses in resource producing regions. The Bank expects GDP growth to moderate in the fourth quarter of 2015 before moving to a rate above potential in 2016. While bond yields are slightly higher, financial conditions remain accommodative in Canada. In the midst of all of these adjustments, inflation is in line with the Bank s October outlook. Total CPI inflation remains near the bottom of the Bank s target range, owing to declines in consumer energy prices. Core inflation is close to 2 per cent as the effects of the lower dollar and the output gap continue to offset each other. The Bank judges that the risks around the inflation profile remain roughly balanced over the projection horizon. Vulnerabilities in the household sector continue to edge higher while overall risks to financial stability are evolving as expected. Taking all of these developments into consideration, the Bank judges that the risks to the outlook for inflation remain within the zone for which the current stance of monetary policy is appropriate. Therefore, the target for the overnight rate remains at 1/2 per cent."
2016-01-20,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/2 per cent. The Bank Rate is correspondingly 3/4 per cent and the deposit rate is 1/4 per cent. Inflation in Canada is evolving broadly as expected. Total CPI inflation remains near the bottom of the Bank s target range as the disinflationary effects of economic slack and low consumer energy prices are only partially offset by the inflationary impact of the lower Canadian dollar on the prices of imported goods. As all of these factors dissipate, the Bank expects inflation will rise to about 2 per cent by early 2017. Measures of core inflation should remain close to 2 per cent. The dynamics of the global economy are broadly as anticipated in the Bank s October Monetary Policy Report MPR , with diverging economic prospects and shifting terms of trade. China continues its transition to a more sustainable growth path and the expansion in the United States is on track, despite temporary weakness in the fourth quarter of 2015. The U.S. Federal Reserve has begun to gradually withdraw its exceptional monetary stimulus. While risks to the world outlook remain and have been reflected in sharp price movements in a range of asset classes, global growth is expected to trend upwards beginning in 2016. Prices for oil and other commodities have declined further and this represents a setback for the Canadian economy. GDP growth likely stalled in the fourth quarter of 2015, pulled down by temporary softness in the U.S. economy, weaker business investment and several other temporary factors. The Bank now expects the economy s return to above potential growth to be delayed until the second quarter of 2016. The protracted process of reorientation towards non resource activity is underway, helped by stronger U.S. demand, the lower Canadian dollar, and accommodative monetary and financial conditions. National employment remains resilient despite job losses in the resource sector and household spending continues to expand. The Bank projects Canada s economy will grow by about 1 1/2 per cent in 2016 and 2 1/2 per cent in 2017. The complex nature of the ongoing structural adjustment makes the outlook for demand and potential output highly uncertain. The Bank s current base case projection shows the output gap closing later than was anticipated in October, around the end of 2017. However, the Bank has not yet incorporated the positive impact of fiscal measures expected in the next federal budget. All things considered, therefore, the risks to the profile for inflation are roughly balanced. Meanwhile, financial vulnerabilities continue to edge higher, as expected. The Bank s Governing Council judges that the current stance of monetary policy is appropriate, and the target for the overnight rate remains at 1/2 per cent."
2016-03-09,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/2 per cent. The Bank Rate is correspondingly 3/4 per cent and the deposit rate is 1/4 per cent. The global economy is progressing largely as the Bank anticipated in its January Monetary Policy Report MPR . Financial market volatility, reflecting heightened concerns about economic momentum, appears to be abating. Although downside risks remain, the Bank still expects global growth to strengthen this year and next. Recent data indicate that the U.S. expansion remains broadly on track. At the same time, the low level of oil prices will continue to dampen growth in Canada and other energy producing countries. Prices of oil and other commodities have rebounded in recent weeks. In this context, and in light of shifting expectations for monetary policy in Canada and the United States, the Canadian dollar has appreciated from its recent lows. With these movements, both the price of oil and the exchange rate have averaged close to levels assumed in the January MPR. Canada s GDP growth in the fourth quarter was not as weak as expected, but the near term outlook for the economy remains broadly the same as in January. National employment has held up despite job losses in resource intensive regions, and household spending continues to underpin domestic demand. Non energy exports are gathering momentum, particularly in sectors that are sensitive to exchange rate movements. However, overall business investment remains very weak due to retrenchment in the resource sector. Inflation in Canada is evolving broadly as anticipated. The factors that pushed total CPI inflation up to 2 per cent will likely unwind in the months ahead. Measures of core inflation are at or just below 2 per cent, boosted by the temporary effects of past exchange rate depreciation. Material excess capacity in the Canadian economy will continue to dampen inflation. An assessment of the impact of the upcoming federal budget s fiscal measures will be incorporated into the Bank s April projection. All things considered, the risks to the profile for inflation are roughly balanced. Meanwhile, financial vulnerabilities continue to edge higher, in part due to regional shifts in activity associated with the structural adjustment underway in Canada s economy. The Bank s Governing Council judges that the overall balance of risks remains within the zone for which the current stance of monetary policy is appropriate, and the target for the overnight rate remains at 1/2 per cent."
2016-04-13,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/2 per cent. The Bank Rate is correspondingly 3/4 per cent and the deposit rate is 1/4 per cent. Growth in the global economy is expected to strengthen gradually from about 3 per cent in 2016 to 3 1/2 per cent in 2017 18, a weaker outlook than the Bank had projected in its January Monetary Policy Report MPR . After a slow start to 2016, the US economy is expected to regain momentum, but with a lower profile and a composition that is less favourable for Canadian exports. Financial conditions have improved, partly in response to expectations of more accommodative monetary policy in some major economies. Prices of oil and other commodities are off their earlier lows and slightly above levels assumed by the Bank in January, but remain well below historical averages. Nonetheless, the Bank expects deeper cuts to investment in Canada s energy sector than were forecast in January. Meanwhile, the Canadian dollar has firmed, reflecting shifting expectations for monetary policy in Canada and the United States, as well as recent increases in commodity prices. The Canadian economy s complex structural adjustment to the oil price shock is ongoing and will dampen growth throughout the Bank s projection horizon. First quarter GDP growth appears to have been unexpectedly strong, but some of that strength is due to temporary factors and is likely to reverse in the second quarter. Still, it does appear that the positive forces at work in the economy are starting to outweigh those that are negative. Non resource exports are expected to strengthen, but their profile is weaker than previously projected, in part because of slower foreign demand growth and the higher Canadian dollar. The economy continues to create net new employment, especially in services, despite job losses in resource intensive regions. In this context, household spending continues to expand moderately. While business investment is still shrinking due to sizeable declines in the energy sector, it is expected to turn positive later this year. The complex adjustment figures importantly in the Bank s annual review of the economy s potential, which has resulted in a lower estimated range for potential output growth. The combined effect of all of these global and domestic developments would have been a modest downgrade of the Bank s outlook. However, the fiscal measures announced in the March federal budget will have a notable positive impact on GDP. The Bank now projects real GDP growth of 1.7 per cent in 2016, 2.3 per cent in 2017 and 2.0 per cent in 2018. This new growth profile, combined with the revised estimate for potential, suggests the output gap could close somewhat earlier than the Bank had anticipated in January, likely in the second half of 2017. Inflation in Canada continues to track largely as the Bank anticipated. Total CPI inflation is below the 2 per cent target and will likely ease further before returning to 2 per cent as the effects of exchange rate pass through and lower consumer energy prices unwind and the economy s excess capacity diminishes. Measures of core inflation are close to 2 per cent and continue to reflect the offsetting influences of past exchange rate depreciation and excess capacity. Overall, the risks to the profile for inflation are roughly balanced. Meanwhile, financial vulnerabilities continue to edge higher, in part due to regional shifts in activity associated with the structural adjustment underway in Canada s economy. The Bank s Governing Council judges that the overall balance of risks remains within the zone for which the current stance of monetary policy is appropriate, and the target for the overnight rate remains at 1/2 per cent."
2016-05-25,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/2 per cent. The Bank Rate is correspondingly 3/4 per cent and the deposit rate is 1/4 per cent. The global economy is evolving largely as the Bank projected in its April Monetary Policy Report MPR . In the United States, despite weakness in the first quarter, a number of indicators, including employment, point to a return to solid growth in 2016. Financial conditions remain accommodative, with ongoing geopolitical factors contributing to fragile market sentiment. Oil prices are higher, in part because of short term supply disruptions. In Canada, the economy s structural adjustment to the oil price shock continues, but is proving to be uneven. Growth in the first quarter of 2016 appears to be in line with the Bank s April projection, although business investment and intentions remain disappointing. The second quarter will be much weaker than predicted because of the devastating Alberta wildfires. The Bank s preliminary assessment is that fire related destruction and the associated halt to oil production will cut about 1 1/4 percentage points off real GDP growth in the second quarter. The economy is expected to rebound in the third quarter, as oil production resumes and reconstruction begins. While the Canadian dollar has been fluctuating in response to shifting expectations of US monetary policy and higher oil prices, it is now close to the level assumed in April. Inflation is roughly in line with the Bank s expectations. Total CPI inflation has risen recently, largely due to movements in gasoline prices, but remains slightly below the 2 per cent target. Measures of core inflation remain close to 2 per cent, reflecting the offsetting influences of past exchange rate depreciation and excess capacity. Canada s housing market continues to display strong regional divergences, reinforced by the complex adjustment underway in the economy. In this context, household vulnerabilities have moved higher. Meanwhile, the risks to the Bank s inflation projection remain roughly balanced. Therefore, the Bank s Governing Council judges that the current stance of monetary policy is still appropriate, and the target for the overnight rate remains at 1/2 per cent."
2016-07-13,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/2 per cent. The Bank Rate is correspondingly 3/4 per cent and the deposit rate is 1/4 per cent. Inflation in Canada is on track to return to 2 per cent in 2017 as the complex adjustment underway in Canada s economy proceeds. The fundamentals remain in place for a pickup in growth over the projection horizon, albeit in a climate of heightened uncertainty. In this context, the forecast for the global economy has been marked down slightly from the Bank s April Monetary Policy Report MPR . Global GDP growth is projected to be 2.9 per cent in 2016, 3.3 per cent in 2017, and 3.5 per cent in 2018. In particular, after a weak start to 2016 the US economy is showing signs of a rebound, with a healthy labour market and solid consumption growth. In the wake of Brexit, global markets have materially re priced a number of asset classes. Financial conditions, already accommodative, have become even more so. In Canada, the quarterly pattern of growth has been uneven. Real GDP grew by 2.4 per cent in the first quarter but is estimated to have contracted by 1 per cent in the second quarter, pulled down by volatile trade flows, uneven consumer spending, and the Alberta wildfires. A pick up to 3 1/2 per cent is expected in the third quarter as oil production resumes and rebuilding begins in Fort McMurray. Consumer spending will also get a boost from the Canada Child Benefit. While the fundamental elements of the Bank s projection are similar to those presented in April, the forecast has been revised down in light of a weaker outlook for business investment and a lower profile for exports, reflecting a downward adjustment to US investment spending. Real GDP is expected to grow by 1.3 per cent in 2016, 2.2 per cent in 2017, and 2.1 per cent in 2018. The Bank projects above potential growth from the second half of 2016, lifted by rising US demand and supported by accommodative monetary and financial conditions. Federal infrastructure spending and other fiscal measures announced in the March budget will also contribute to growth. Despite recent volatility, the Bank expects the underlying trend of export growth to continue, leading to a pick up in business investment. Higher global oil prices are helping to stabilize Canada s energy sector and household spending is expected to increase moderately. The Bank forecasts that the output gap will close somewhat later than estimated in April, towards the end of 2017. Underlying this judgement is the downward revision to business investment, which lowers the profile for both real GDP and, to a lesser extent, potential output. While inflation has recently been a little higher than anticipated, largely due to higher consumer energy prices, it is still in the lower half of the Bank s inflation control range. Most measures of core inflation remain close to 2 per cent but would be lower without the impact of past exchange rate depreciation. The temporary effects of exchange rate pass through and past declines in consumer energy prices are expected to dissipate in late 2016, and the Bank projects that inflation will average close to 2 per cent throughout 2017 as the output gap narrows. Overall, the risks to the profile for inflation are roughly balanced, although the implications of the Brexit vote are highly uncertain and difficult to forecast. At the same time, financial vulnerabilities are elevated and rising, particularly in the greater Vancouver and Toronto areas. The Bank s Governing Council judges that the overall balance of risks remains within the zone for which the current stance of monetary policy is appropriate, and the target for the overnight rate remains at 1/2 per cent."
2016-09-07,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/2 per cent. The Bank Rate is correspondingly 3/4 per cent and the deposit rate is 1/4 per cent. Global growth in the first half of 2016 was slower than the Bank had projected in its July Monetary Policy Report MPR , although the Bank continues to expect it to strengthen gradually in the second half of this year. The US economy was weaker than expected in the second quarter, notably reflecting a contraction in business and residential investment. While a healthy labour market and solid consumption should remain supportive of growth in the rest of the year, the outlook for business investment has become less certain. Meanwhile, global financial conditions have become even more accommodative since July. While Canada s economy shrank in the second quarter, the Bank still projects a substantial rebound in the second half of this year. Second quarter GDP was pulled down by the Alberta wildfires in May and by a drop in exports that was larger and more broad based than expected. Exports disappointed even after accounting for weaker business and residential investment in the United States, adjustments in the resource sector, and cutbacks in auto production. The economy is expected to rebound in the third quarter as oil production recovers, rebuilding commences in Alberta, and consumer spending gets an additional lift from Canada Child Benefit payments. As federal infrastructure spending starts to have more impact, growth in the fourth quarter is projected to remain above potential. While the strength in exports during July was encouraging, the ground lost over previous months raises the possibility that the profile for economic activity will be somewhat lower than anticipated in July. Inflation is roughly in line with the Bank s expectations. Total CPI inflation is below the 2 per cent target, mainly because of the temporary effects of lower consumer energy prices. Measures of core inflation remain around 2 per cent, reflecting offsetting effects of excess capacity and past exchange rate depreciation. On balance, risks to the profile for inflation have tilted somewhat to the downside since July. At the same time, while there are preliminary signs of a possible moderation in the Vancouver housing market, financial vulnerabilities associated with household imbalances remain elevated and continue to rise. The Bank s Governing Council judges that the overall balance of risks remains within the zone for which the current stance of monetary policy is appropriate, and the target for the overnight rate remains at 1/2 per cent."
